DRAW_NUMBER,DATE,YEAR_DRAW,NUMBER_1,NUMBER_2,NUMBER_3,NUMBER_4,NUMBER_5,STAR_1,STAR_2,NUMBER_OF_WINNERS,SORTEIO
1552,2022-08-05,2022-08,29,3,44,33,35,10,8,0,Sexta-Feira
1553,2022-08-09,2022-08,47,18,21,19,27,11,5,0,Terça-Feira
1554,2022-08-12,2022-08,14,42,35,17,34,10,6,0,Sexta-Feira
1555,2022-08-16,2022-08,10,25,14,39,32,7,8,0,Terça-Feira
1556,2022-08-19,2022-08,9,2,19,38,13,2,6,0,Sexta-Feira
1557,2022-08-23,2022-08,48,39,26,19,31,2,3,0,Terça-Feira
1558,2022-08-26,2022-08,22,23,44,25,38,12,11,0,Sexta-Feira
1559,2022-08-30,2022-08,6,10,4,15,19,1,4,0,Terça-Feira
1560,2022-09-02,2022-09,7,45,12,20,13,3,12,1,Sexta-Feira
1561,2022-09-06,2022-09,10,44,7,29,22,4,5,0,Terça-Feira
1562,2022-09-09,2022-09,26,17,23,24,27,4,9,0,Sexta-Feira
1563,2022-09-13,2022-09,40,9,12,15,47,1,11,0,Terça-Feira
1564,2022-09-16,2022-09,49,10,45,36,27,3,4,0,Sexta-Feira
1565,2022-09-20,2022-09,21,11,32,48,23,12,3,0,Terça-Feira
1566,2022-09-23,2022-09,22,35,48,15,14,8,3,1,Sexta-Feira
1567,2022-09-27,2022-09,34,4,44,20,21,3,1,0,Terça-Feira
1568,2022-09-30,2022-09,2,16,11,1,26,3,12,0,Sexta-Feira
1569,2022-10-04,2022-10,3,28,18,43,42,12,3,0,Terça-Feira
1570,2022-10-07,2022-10,50,27,45,26,42,12,1,0,Sexta-Feira
1571,2022-10-11,2022-10,40,35,8,32,23,8,1,0,Terça-Feira
1572,2022-10-14,2022-10,28,48,29,24,34,7,3,0,Sexta-Feira
1573,2022-10-18,2022-10,42,3,5,48,13,6,1,0,Terça-Feira
1574,2022-10-21,2022-10,26,28,38,25,40,1,6,0,Sexta-Feira
1575,2022-10-25,2022-10,24,7,46,34,39,6,1,0,Terça-Feira
1576,2022-10-28,2022-10,28,35,21,16,14,11,1,0,Sexta-Feira
1577,2022-11-01,2022-11,42,48,19,37,47,6,1,0,Terça-Feira
1578,2022-11-04,2022-11,11,2,37,47,45,2,3,1,Sexta-Feira
1579,2022-11-08,2022-11,50,32,33,5,3,1,8,0,Terça-Feira
1580,2022-11-11,2022-11,25,2,19,44,24,2,10,0,Sexta-Feira
1581,2022-11-15,2022-11,31,21,13,24,33,1,12,0,Terça-Feira
1582,2022-11-18,2022-11,41,13,35,19,16,11,1,0,Sexta-Feira
1583,2022-11-22,2022-11,24,29,42,21,22,3,11,0,Terça-Feira
1584,2022-11-25,2022-11,21,19,39,35,37,2,6,0,Sexta-Feira
1585,2022-11-29,2022-11,20,38,35,15,24,12,8,0,Terça-Feira
1586,2022-12-02,2022-12,39,12,35,21,45,11,6,0,Sexta-Feira
1587,2022-12-06,2022-12,20,25,27,26,12,8,12,1,Terça-Feira
1588,2022-12-09,2022-12,8,46,31,27,50,3,1,0,Sexta-Feira
1589,2022-12-13,2022-12,30,3,12,26,9,10,11,0,Terça-Feira
1590,2022-12-16,2022-12,2,15,44,35,19,7,2,0,Sexta-Feira
1591,2022-12-20,2022-12,1,20,11,17,27,4,5,1,Terça-Feira
1592,2022-12-23,2022-12,16,17,26,23,35,5,11,0,Sexta-Feira
1593,2022-12-27,2022-12,33,31,19,34,43,5,3,1,Terça-Feira
1594,2022-12-30,2022-12,48,42,17,34,47,1,9,0,Sexta-Feira
1595,2023-01-03,2023-01,20,29,21,46,45,10,3,0,Terça-Feira
1596,2023-01-06,2023-01,44,16,35,45,31,12,4,0,Sexta-Feira
1597,2023-01-10,2023-01,42,11,34,13,40,10,3,0,Terça-Feira
1598,2023-01-13,2023-01,13,4,33,25,37,10,5,1,Sexta-Feira
1599,2023-01-17,2023-01,18,46,30,50,21,2,6,0,Terça-Feira
1600,2023-01-20,2023-01,40,6,13,42,3,7,11,0,Sexta-Feira
1601,2023-01-24,2023-01,11,27,47,41,43,7,11,0,Terça-Feira
1602,2023-01-27,2023-01,15,19,31,8,9,12,10,0,Sexta-Feira
1603,2023-01-31,2023-01,7,12,33,43,19,3,7,1,Terça-Feira
1604,2023-02-03,2023-02,14,32,45,2,17,10,3,0,Sexta-Feira
1605,2023-02-07,2023-02,8,47,34,44,2,9,3,0,Terça-Feira
1606,2023-02-10,2023-02,3,13,36,25,47,3,8,0,Sexta-Feira
1607,2023-02-14,2023-02,43,24,46,26,38,2,3,0,Terça-Feira
1608,2023-02-17,2023-02,42,27,45,23,8,1,9,0,Sexta-Feira
1609,2023-02-21,2023-02,49,41,22,34,21,2,7,0,Terça-Feira
1610,2023-02-24,2023-02,42,34,7,23,48,1,3,1,Sexta-Feira
1611,2023-02-28,2023-02,29,33,12,37,47,10,5,0,Terça-Feira
1612,2023-03-03,2023-03,24,3,8,50,6,10,11,0,Sexta-Feira
1613,2023-03-07,2023-03,50,24,35,13,11,6,11,1,Terça-Feira
1614,2023-03-10,2023-03,9,16,48,37,38,7,2,0,Sexta-Feira
1615,2023-03-14,2023-03,26,46,28,31,16,12,11,0,Terça-Feira
1616,2023-03-17,2023-03,37,5,26,15,49,8,11,0,Sexta-Feira
1617,2023-03-21,2023-03,29,1,9,32,20,3,2,0,Terça-Feira
1618,2023-03-24,2023-03,36,25,5,46,12,10,6,1,Sexta-Feira
1619,2023-03-28,2023-03,21,16,34,36,44,9,10,0,Terça-Feira
1620,2023-03-31,2023-03,28,34,47,16,18,10,5,0,Sexta-Feira
1621,2023-04-04,2023-04,50,33,16,31,10,3,8,0,Terça-Feira
1622,2023-04-07,2023-04,26,28,46,5,36,12,6,0,Sexta-Feira
1623,2023-04-11,2023-04,19,16,14,29,10,2,10,0,Terça-Feira
1624,2023-04-14,2023-04,44,4,37,49,11,7,6,0,Sexta-Feira
1625,2023-04-18,2023-04,37,21,17,35,23,11,10,0,Terça-Feira
1626,2023-04-21,2023-04,18,8,7,42,33,8,2,0,Sexta-Feira
1627,2023-04-25,2023-04,29,45,40,10,30,12,1,0,Terça-Feira
1628,2023-04-28,2023-04,34,23,11,13,16,1,10,0,Sexta-Feira
1629,2023-05-02,2023-05,48,44,32,7,47,8,7,0,Terça-Feira
1630,2023-05-05,2023-05,34,8,49,18,3,3,7,3,Sexta-Feira
1631,2023-05-09,2023-05,21,28,13,17,46,9,7,0,Terça-Feira
1632,2023-05-12,2023-05,9,44,13,39,10,6,4,0,Sexta-Feira
1633,2023-05-16,2023-05,14,6,9,4,37,4,11,0,Terça-Feira
1634,2023-05-19,2023-05,41,27,34,49,18,3,9,0,Sexta-Feira
1635,2023-05-23,2023-05,34,5,14,6,23,11,2,0,Terça-Feira
1636,2023-05-26,2023-05,38,25,15,37,41,1,7,0,Sexta-Feira
1637,2023-05-30,2023-05,27,47,33,29,32,8,2,0,Terça-Feira
1638,2023-06-02,2023-06,25,3,15,43,12,10,11,1,Sexta-Feira
1639,2023-06-06,2023-06,21,13,39,32,50,10,2,0,Terça-Feira
1640,2023-06-09,2023-06,18,26,36,50,41,11,12,0,Sexta-Feira
1641,2023-06-13,2023-06,15,16,21,50,41,5,6,0,Terça-Feira
1642,2023-06-16,2023-06,34,7,41,26,44,9,11,0,Sexta-Feira
1643,2023-06-20,2023-06,35,28,11,32,17,6,5,1,Terça-Feira
1644,2023-06-23,2023-06,11,3,33,46,1,10,11,0,Sexta-Feira
1645,2023-06-27,2023-06,27,22,44,17,23,7,1,0,Terça-Feira
1646,2023-06-30,2023-06,29,25,6,36,1,10,7,0,Sexta-Feira
1647,2023-07-04,2023-07,23,36,44,17,14,8,2,0,Terça-Feira
1648,2023-07-07,2023-07,2,12,19,11,38,8,4,0,Sexta-Feira
1649,2023-07-11,2023-07,48,28,2,11,42,4,9,2,Terça-Feira
1650,2023-07-14,2023-07,5,29,48,8,35,5,6,0,Sexta-Feira
1651,2023-07-18,2023-07,34,35,12,4,45,9,1,0,Terça-Feira
1652,2023-07-21,2023-07,7,35,33,36,31,10,7,0,Sexta-Feira
1653,2023-07-25,2023-07,11,7,27,5,37,12,6,0,Terça-Feira
1654,2023-07-28,2023-07,38,7,34,32,33,9,6,0,Sexta-Feira
1655,2023-08-01,2023-08,35,27,25,45,40,7,11,1,Terça-Feira
1656,2023-08-04,2023-08,15,31,48,20,44,1,3,0,Sexta-Feira
1657,2023-08-08,2023-08,40,8,33,9,35,6,3,0,Terça-Feira
1658,2023-08-11,2023-08,10,13,34,4,6,3,5,0,Sexta-Feira
1659,2023-08-15,2023-08,3,32,5,43,9,6,10,0,Terça-Feira
1660,2023-08-18,2023-08,47,25,23,30,44,9,12,0,Sexta-Feira
1661,2023-08-22,2023-08,23,9,40,2,32,6,7,0,Terça-Feira
1662,2023-08-25,2023-08,44,35,16,34,17,5,10,0,Sexta-Feira
1663,2023-08-29,2023-08,21,40,23,32,49,11,8,0,Terça-Feira
1664,2023-09-01,2023-09,35,43,37,5,4,5,6,1,Sexta-Feira
1665,2023-09-05,2023-09,41,48,7,1,24,10,12,0,Terça-Feira
1666,2023-09-08,2023-09,33,20,10,21,26,4,3,0,Sexta-Feira
1667,2023-09-12,2023-09,14,5,42,36,40,11,2,0,Terça-Feira
1668,2023-09-15,2023-09,21,45,12,48,14,8,11,2,Sexta-Feira
1669,2023-09-19,2023-09,10,31,41,15,42,2,5,0,Terça-Feira
1670,2023-09-22,2023-09,3,23,35,34,24,8,5,0,Sexta-Feira
1671,2023-09-26,2023-09,14,6,23,2,19,5,7,0,Terça-Feira
1672,2023-09-29,2023-09,32,9,11,21,13,7,2,1,Sexta-Feira
1673,2023-10-03,2023-10,45,6,22,24,20,5,4,0,Terça-Feira
1674,2023-10-06,2023-10,31,43,21,29,34,2,9,0,Sexta-Feira
1675,2023-10-10,2023-10,18,33,20,22,43,3,9,0,Terça-Feira
1676,2023-10-13,2023-10,41,26,21,40,28,4,2,0,Sexta-Feira
1677,2023-10-17,2023-10,40,20,10,35,17,4,3,1,Terça-Feira
1678,2023-10-20,2023-10,20,40,28,2,45,5,1,0,Sexta-Feira
1679,2023-10-24,2023-10,18,16,8,31,34,6,9,1,Terça-Feira
1680,2023-10-27,2023-10,29,48,33,49,35,8,3,1,Sexta-Feira
1681,2023-10-31,2023-10,20,40,5,50,7,10,2,0,Terça-Feira
1682,2023-11-03,2023-11,31,47,21,39,8,9,5,1,Sexta-Feira
1683,2023-11-07,2023-11,8,10,11,39,30,10,4,0,Terça-Feira
1684,2023-11-10,2023-11,30,42,10,21,38,12,2,0,Sexta-Feira
1685,2023-11-14,2023-11,13,50,36,16,44,3,5,0,Terça-Feira
1686,2023-11-17,2023-11,26,50,24,2,46,2,7,0,Sexta-Feira
1687,2023-11-21,2023-11,46,47,29,34,19,2,3,0,Terça-Feira
1688,2023-11-24,2023-11,48,15,29,20,39,7,1,0,Sexta-Feira
1689,2023-11-28,2023-11,27,44,12,33,16,7,8,1,Terça-Feira
1690,2023-12-01,2023-12,38,10,4,14,50,9,12,0,Sexta-Feira
1691,2023-12-05,2023-12,6,20,4,24,25,5,9,0,Terça-Feira
1692,2023-12-08,2023-12,48,30,50,42,17,4,8,1,Sexta-Feira
1693,2023-12-12,2023-12,43,39,28,37,6,9,12,0,Terça-Feira
1694,2023-12-15,2023-12,2,13,37,38,48,9,5,0,Sexta-Feira
1695,2023-12-19,2023-12,20,43,41,45,10,12,2,0,Terça-Feira
1696,2023-12-22,2023-12,14,49,34,44,6,12,4,1,Sexta-Feira
1697,2023-12-26,2023-12,47,27,8,30,35,9,10,0,Terça-Feira
1698,2023-12-29,2023-12,2,36,19,37,3,9,6,0,Sexta-Feira
1699,2024-01-02,2024-01,7,18,49,46,15,12,10,0,Terça-Feira
1700,2024-01-05,2024-01,18,4,39,7,50,8,3,0,Sexta-Feira
1701,2024-01-09,2024-01,12,9,2,39,40,3,1,0,Terça-Feira
1702,2024-01-12,2024-01,18,16,17,49,45,9,12,0,Sexta-Feira
1703,2024-01-16,2024-01,18,21,33,45,10,12,8,1,Terça-Feira
1704,2024-01-19,2024-01,50,27,28,48,44,7,12,1,Sexta-Feira
1705,2024-01-23,2024-01,48,23,14,50,39,12,3,0,Terça-Feira
1706,2024-01-26,2024-01,32,19,41,8,42,12,9,0,Sexta-Feira
1707,2024-01-30,2024-01,10,27,5,30,19,6,5,2,Terça-Feira
1708,2024-02-02,2024-02,13,42,27,23,20,9,5,0,Sexta-Feira
1709,2024-02-06,2024-02,45,7,2,28,21,11,5,0,Terça-Feira
1710,2024-02-09,2024-02,37,35,45,24,23,12,9,0,Sexta-Feira
1711,2024-02-13,2024-02,13,18,46,17,20,9,4,0,Terça-Feira
1712,2024-02-16,2024-02,26,14,13,24,8,1,2,0,Sexta-Feira
1713,2024-02-20,2024-02,42,31,37,48,23,7,3,1,Terça-Feira
1714,2024-02-23,2024-02,27,49,30,24,28,1,12,0,Sexta-Feira
1715,2024-02-27,2024-02,20,3,4,9,12,5,6,0,Terça-Feira
1716,2024-03-01,2024-03,34,20,4,19,7,2,4,0,Sexta-Feira
1717,2024-03-05,2024-03,23,36,2,17,15,8,3,0,Terça-Feira
1718,2024-03-08,2024-03,12,11,8,44,16,4,7,0,Sexta-Feira
1719,2024-03-12,2024-03,30,38,19,13,46,4,12,0,Terça-Feira
1720,2024-03-15,2024-03,31,40,34,4,1,4,5,1,Sexta-Feira
1721,2024-03-19,2024-03,32,18,7,20,16,1,3,0,Terça-Feira
1722,2024-03-22,2024-03,32,8,44,11,23,9,10,0,Sexta-Feira
1723,2024-03-26,2024-03,14,26,29,13,2,5,6,0,Terça-Feira
1724,2024-03-29,2024-03,49,35,36,17,16,10,1,0,Sexta-Feira
1725,2024-04-02,2024-04,36,1,48,23,31,8,5,0,Terça-Feira
1726,2024-04-05,2024-04,26,37,35,18,13,11,8,0,Sexta-Feira
1727,2024-04-09,2024-04,27,46,19,23,26,2,10,0,Terça-Feira
1728,2024-04-12,2024-04,45,16,12,2,3,11,2,0,Sexta-Feira
1729,2024-04-16,2024-04,39,31,46,29,22,3,7,0,Terça-Feira
1730,2024-04-19,2024-04,10,20,46,40,44,1,3,0,Sexta-Feira
1731,2024-04-23,2024-04,9,49,11,6,32,2,10,0,Terça-Feira
1732,2024-04-26,2024-04,47,2,39,20,40,8,4,0,Sexta-Feira
1733,2024-04-30,2024-04,24,47,13,22,33,5,1,1,Terça-Feira
1734,2024-05-03,2024-05,6,49,9,30,10,4,3,0,Sexta-Feira
1735,2024-05-07,2024-05,45,35,42,36,41,11,6,0,Terça-Feira
1736,2024-05-10,2024-05,29,44,13,48,28,12,4,0,Sexta-Feira
1737,2024-05-14,2024-05,35,2,8,28,17,7,9,1,Terça-Feira
1738,2024-05-17,2024-05,31,41,46,32,18,10,1,0,Sexta-Feira
1739,2024-05-21,2024-05,13,11,48,14,34,9,7,0,Terça-Feira
1740,2024-05-24,2024-05,12,9,22,18,50,1,3,0,Sexta-Feira
1741,2024-05-28,2024-05,18,16,35,41,36,6,7,0,Terça-Feira
1742,2024-05-31,2024-05,16,33,4,34,7,8,7,0,Sexta-Feira
1743,2024-06-04,2024-06,43,7,6,9,14,4,3,0,Terça-Feira
1744,2024-06-07,2024-06,30,26,15,37,16,8,5,0,Sexta-Feira
1745,2024-06-11,2024-06,48,15,7,34,45,7,9,0,Terça-Feira
1746,2024-06-14,2024-06,13,2,16,24,32,7,1,0,Sexta-Feira
1747,2024-06-18,2024-06,34,11,36,33,3,12,1,0,Terça-Feira
1748,2024-06-21,2024-06,4,3,11,7,17,12,3,0,Sexta-Feira
1749,2024-06-25,2024-06,14,16,49,45,37,5,7,1,Terça-Feira
1750,2024-06-28,2024-06,10,18,35,16,22,10,1,0,Sexta-Feira
1751,2024-07-02,2024-07,46,7,2,34,35,6,8,0,Terça-Feira
1752,2024-07-05,2024-07,29,47,31,13,11,11,1,1,Sexta-Feira
1753,2024-07-09,2024-07,28,15,19,39,6,7,11,0,Terça-Feira
1754,2024-07-12,2024-07,12,39,24,25,18,10,8,0,Sexta-Feira
1755,2024-07-16,2024-07,39,35,2,36,32,7,8,0,Terça-Feira
1756,2024-07-19,2024-07,44,22,35,48,15,6,7,2,Sexta-Feira
1757,2024-07-23,2024-07,8,10,16,34,4,8,4,0,Terça-Feira
1758,2024-07-26,2024-07,35,37,23,19,4,8,4,1,Sexta-Feira
1759,2024-07-30,2024-07,28,37,9,38,25,2,8,0,Terça-Feira
1760,2024-08-02,2024-08,12,7,33,5,46,3,12,0,Sexta-Feira
1761,2024-08-06,2024-08,41,27,50,1,18,2,12,0,Terça-Feira
1762,2024-08-09,2024-08,33,23,25,44,21,4,10,0,Sexta-Feira
1763,2024-08-13,2024-08,15,16,40,47,39,1,6,0,Terça-Feira
1764,2024-08-16,2024-08,49,45,15,29,17,10,1,0,Sexta-Feira
1765,2024-08-20,2024-08,10,18,13,26,7,12,3,0,Terça-Feira
1766,2024-08-23,2024-08,50,47,24,9,15,8,9,0,Sexta-Feira
1767,2024-08-27,2024-08,1,47,42,8,11,11,4,0,Terça-Feira
1768,2024-08-30,2024-08,3,24,42,33,27,6,4,0,Sexta-Feira
1769,2024-09-03,2024-09,7,9,11,45,16,5,2,0,Terça-Feira
1770,2024-09-06,2024-09,34,47,14,12,41,3,4,1,Sexta-Feira
1771,2024-09-10,2024-09,48,46,6,29,47,9,2,0,Terça-Feira
1772,2024-09-13,2024-09,31,42,10,15,17,4,12,0,Sexta-Feira
1773,2024-09-17,2024-09,30,32,20,41,44,10,1,0,Terça-Feira
1774,2024-09-20,2024-09,16,37,34,25,29,3,7,0,Sexta-Feira
1775,2024-09-24,2024-09,20,21,49,36,18,5,3,0,Terça-Feira
1776,2024-09-27,2024-09,7,21,38,20,27,12,5,0,Sexta-Feira
1777,2024-10-01,2024-10,22,41,8,42,29,9,11,0,Terça-Feira
1778,2024-10-04,2024-10,4,17,8,16,20,6,1,1,Sexta-Feira
1779,2024-10-08,2024-10,7,19,34,14,40,8,6,0,Terça-Feira
1780,2024-10-11,2024-10,23,46,32,16,49,5,4,0,Sexta-Feira
1781,2024-10-15,2024-10,15,48,2,36,32,3,9,0,Terça-Feira
1782,2024-10-18,2024-10,23,39,4,15,30,12,1,0,Sexta-Feira
1783,2024-10-22,2024-10,13,46,3,27,30,1,2,0,Terça-Feira
1784,2024-10-25,2024-10,4,20,45,25,17,9,8,0,Sexta-Feira
1785,2024-10-29,2024-10,45,30,19,1,2,12,10,0,Terça-Feira
1786,2024-11-01,2024-11,44,7,50,33,38,2,7,0,Sexta-Feira
1787,2024-11-05,2024-11,50,8,37,1,19,9,6,0,Terça-Feira
1788,2024-11-08,2024-11,48,2,35,33,42,1,3,0,Sexta-Feira
1789,2024-11-12,2024-11,11,12,50,10,22,10,1,0,Terça-Feira
1790,2024-11-15,2024-11,7,39,8,44,34,2,6,0,Sexta-Feira
1791,2024-11-19,2024-11,28,20,49,13,4,7,12,0,Terça-Feira
1792,2024-11-22,2024-11,12,10,29,11,31,11,8,0,Sexta-Feira
1793,2024-11-26,2024-11,40,25,31,11,7,12,9,0,Terça-Feira
1794,2024-11-29,2024-11,8,18,43,17,29,5,9,0,Sexta-Feira
1795,2024-12-03,2024-12,46,23,34,25,47,6,8,0,Terça-Feira
1796,2024-12-06,2024-12,25,39,47,14,44,6,10,0,Sexta-Feira
1797,2024-12-10,2024-12,29,25,5,47,24,9,5,0,Terça-Feira
1798,2024-12-13,2024-12,25,1,42,15,50,10,4,0,Sexta-Feira
